<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
12/17/09,00:00,2.7100000,2.7500000,2.6100000,2.6100000,4453000
12/18/09,00:00,2.6700000,2.7100000,2.6700000,2.6790000,553500
12/21/09,00:00,2.6587000,2.7000000,2.6225000,2.6850000,1384121
12/22/09,00:00,2.6650000,2.6650000,2.6500000,2.6500000,1300000
12/23/09,00:00,2.6700000,2.6800000,2.6500000,2.6800000,510000
12/24/09,00:00,2.6890000,2.7300000,2.6850000,2.7300000,475000
12/25/09,00:00,2.7500000,2.7500000,2.7450000,2.7450000,325000
12/28/09,00:00,2.7340000,2.7340000,2.7320000,2.7320000,265000
12/29/09,00:00,2.6850000,2.6870000,2.6650000,2.6700000,815000
12/30/09,00:00,2.6600000,2.6700000,2.6580000,2.6700000,675000
12/31/09,00:00,2.7100000,2.8100000,2.7100000,2.8090000,3375000
01/11/10,00:00,2.9500000,2.9960000,2.9500000,2.9650000,8464497
01/12/10,00:00,2.9300000,2.9450000,2.8800000,2.8800000,1030000
01/13/10,00:00,2.8600000,2.9200000,2.8600000,2.9200000,835000
01/14/10,00:00,2.9750000,2.9750000,2.9600000,2.9600000,950000
01/15/10,00:00,2.9800000,2.9840000,2.9680000,2.9775000,585000
01/18/10,00:00,2.9900000,3.0600000,2.9900000,3.0500000,1439800
01/19/10,00:00,3.0900000,3.1000000,3.0200000,3.1000000,1700000
01/20/10,00:00,3.1060000,3.1060000,3.0550000,3.0550000,3750000
01/21/10,00:00,3.0500000,3.0700000,3.0100000,3.0300000,2103266
01/22/10,00:00,2.9450000,2.9450000,2.8700000,2.8700000,2265000
01/25/10,00:00,2.8550000,2.9450000,2.8550000,2.9010000,1695000
01/26/10,00:00,2.8600000,2.8600000,2.8000000,2.8300000,2353550
01/27/10,00:00,2.8370000,2.8800000,2.8250000,2.8600000,1500000
01/28/10,00:00,2.9000000,2.9200000,2.8600000,2.8600000,503000
01/29/10,00:00,2.8500000,2.9150000,2.8500000,2.9150000,1359775
02/01/10,00:00,2.8900000,2.8900000,2.8700000,2.8700000,400000
02/02/10,00:00,2.9100000,2.9200000,2.9100000,2.9150000,1350000
02/03/10,00:00,2.9400000,2.9980000,2.9400000,2.9500000,1872500
02/04/10,00:00,2.9300000,2.9350000,2.8000000,2.8000000,6820000
02/05/10,00:00,2.6800000,2.7200000,2.6680000,2.7200000,2495000
02/08/10,00:00,2.7350000,2.7500000,2.6000000,2.6000000,10700000
02/09/10,00:00,2.6400000,2.6500000,2.5700000,2.6470000,5095000
02/10/10,00:00,2.6750000,2.7450000,2.6250000,2.7000000,2500000
02/11/10,00:00,2.7650000,2.7750000,2.7460000,2.7750000,920000
02/12/10,00:00,2.7400000,2.7400000,2.6300000,2.6300000,2470000
02/15/10,00:00,2.6700000,2.6700000,2.6400000,2.6450000,1303000
02/16/10,00:00,2.7050000,2.7510000,2.6950000,2.7510000,550000
02/17/10,00:00,2.7800000,2.7800000,2.7750000,2.7800000,270000
02/18/10,00:00,2.7000000,2.7030000,2.6200000,2.6600000,1143350
02/19/10,00:00,2.5600000,2.6500000,2.5550000,2.6400000,3380000
02/24/10,00:00,2.6100000,2.6300000,2.5200000,2.5400000,2400000
02/25/10,00:00,2.4900000,2.5000000,2.4410000,2.4410000,2650000
02/26/10,00:00,2.5050000,2.5240000,2.4900000,2.5050000,2300000
02/27/10,00:00,2.5300000,2.5300000,2.5300000,2.5300000,100000
03/01/10,00:00,2.5800000,2.6750000,2.5800000,2.6750000,448000
03/02/10,00:00,2.7343000,2.7570000,2.7343000,2.7570000,1050000
03/03/10,00:00,2.7300000,2.8000000,2.7200000,2.8000000,450000
03/04/10,00:00,2.7500000,2.7900000,2.7500000,2.7800000,759006
03/05/10,00:00,2.8000000,2.9200000,2.8000000,2.9200000,1620000
03/09/10,00:00,2.9700000,3.0000000,2.9200000,3.0000000,3500000
03/10/10,00:00,3.0150000,3.0200000,2.9500000,2.9600000,3858000
03/11/10,00:00,2.9300000,2.9950000,2.9300000,2.9700000,1750000
03/12/10,00:00,2.9750000,3.0500000,2.9750000,3.0500000,1370000
03/15/10,00:00,3.0300000,3.0490000,3.0300000,3.0450000,553150
03/16/10,00:00,3.0000000,3.0000000,2.9910000,2.9910000,713400
03/17/10,00:00,3.0812000,3.0900000,3.0670000,3.0800000,2130000
03/18/10,00:00,3.0200000,3.1100000,3.0200000,3.0610000,12250000
03/19/10,00:00,3.0550000,3.0550000,3.0000000,3.0000000,3500000
03/22/10,00:00,2.9800000,2.9800000,2.9000000,2.9350000,4125000
03/23/10,00:00,2.9200000,2.9200000,2.9200000,2.9200000,100000
03/24/10,00:00,2.9000000,2.9250000,2.9000000,2.9250000,210000
03/25/10,00:00,2.9300000,2.9300000,2.9000000,2.9000000,505000
03/26/10,00:00,2.9000000,2.9100000,2.8600000,2.8600000,1550000
03/29/10,00:00,2.8800000,2.9000000,2.8800000,2.8870000,1300000
03/30/10,00:00,2.9400000,2.9400000,2.8700000,2.8700000,1592000
03/31/10,00:00,2.9000000,2.9300000,2.9000000,2.9300000,1820000
04/01/10,00:00,2.9550000,2.9900000,2.9550000,2.9800000,920000
04/02/10,00:00,3.0200000,3.0350000,3.0200000,3.0200000,325000
04/05/10,00:00,3.0200000,3.0400000,3.0200000,3.0400000,280000
04/06/10,00:00,3.0000000,3.0300000,2.9900000,3.0100000,1500000
04/07/10,00:00,3.0000000,3.0200000,2.9600000,2.9600000,845000
04/08/10,00:00,2.9000000,2.9000000,2.8700000,2.8700000,900000
04/09/10,00:00,2.9100000,3.0050000,2.9100000,3.0000000,1870000
04/12/10,00:00,3.0140000,3.0152000,2.9600000,2.9600000,1000000
04/13/10,00:00,2.9725000,3.0300000,2.9650000,3.0100000,2600000
04/14/10,00:00,3.0400000,3.0800000,3.0400000,3.0800000,647855
04/15/10,00:00,3.0700000,3.0700000,3.0700000,3.0700000,200000
04/16/10,00:00,3.0530000,3.0900000,3.0000000,3.0000000,1320000
04/19/10,00:00,2.9250000,2.9250000,2.8500000,2.9250000,1720000
04/20/10,00:00,2.9600000,3.0000000,2.9600000,3.0000000,500000
04/21/10,00:00,3.0000000,3.0000000,2.9700000,2.9700000,500000
04/22/10,00:00,2.9300000,2.9450000,2.8600000,2.8950000,17820000
04/23/10,00:00,2.9190000,2.9190000,2.8600000,2.8600000,253250
04/26/10,00:00,2.9200000,2.9253500,2.8960000,2.9100000,903140
04/27/10,00:00,2.8900000,2.8900000,2.8220000,2.8220000,2300000
04/28/10,00:00,2.7300000,2.7600000,2.7000000,2.7200000,1950000
04/29/10,00:00,2.7200000,2.7750000,2.7200000,2.7750000,800000
04/30/10,00:00,2.7850000,2.7900000,2.7000000,2.7000000,1117000
05/04/10,00:00,2.7300000,2.7300000,2.5600000,2.5600000,1650000
05/05/10,00:00,2.5510000,2.6000000,2.4550000,2.5000000,3012000
05/06/10,00:00,2.4700000,2.5450000,2.4400000,2.4400000,1050827
05/07/10,00:00,2.3200000,2.3600000,2.2850000,2.3200000,5324000
05/11/10,00:00,2.4550000,2.4800000,2.4325000,2.4680000,1377500
05/12/10,00:00,2.4650000,2.7150000,2.4650000,2.7150000,1510000
05/13/10,00:00,2.8200000,2.8250000,2.7300000,2.7300000,1175000
05/14/10,00:00,2.6300000,2.6300000,2.5500000,2.5500000,300000
05/17/10,00:00,2.4500000,2.5400000,2.4500000,2.5400000,1300000
05/18/10,00:00,2.5423000,2.5700000,2.5200000,2.5300000,1000000
05/19/10,00:00,2.4500000,2.4500000,2.4000000,2.4300000,1225000
05/20/10,00:00,2.4400000,2.4400000,2.2100000,2.2100000,1470000
05/21/10,00:00,2.2500000,2.2700000,2.1700000,2.2200000,9021054
05/24/10,00:00,2.2950000,2.3000000,2.2300000,2.2600000,2575000
05/25/10,00:00,2.1350000,2.1350000,2.0400000,2.0400000,2264000
05/26/10,00:00,2.1000000,2.1700000,2.1000000,2.1700000,830000
05/27/10,00:00,2.2350000,2.3200000,2.2300000,2.3000000,4503130
05/28/10,00:00,2.3550000,2.3550000,2.3150000,2.3200000,2200000
05/31/10,00:00,2.2840000,2.3000000,2.2840000,2.3000000,817007
06/01/10,00:00,2.2700000,2.3000000,2.2100000,2.3000000,540000
06/02/10,00:00,2.2600000,2.2600000,2.2580000,2.2580000,235000
06/03/10,00:00,2.3600000,2.3600000,2.3350000,2.3400000,1800490
06/04/10,00:00,2.3350000,2.3350000,2.2300000,2.2400000,1900000
06/07/10,00:00,2.1350000,2.2550000,2.1310000,2.2550000,725000
06/08/10,00:00,2.2600000,2.2850000,2.2150000,2.2600000,470000
06/09/10,00:00,2.2700000,2.2800000,2.2300000,2.2300000,1500000
06/10/10,00:00,2.2600000,2.3250000,2.2600000,2.3250000,1795000
06/11/10,00:00,2.3390000,2.3390000,2.2800000,2.2800000,300000
06/15/10,00:00,2.3450000,2.4200000,2.3450000,2.4200000,1025000
06/16/10,00:00,2.4700000,2.4700000,2.4280000,2.4700000,1775000
06/17/10,00:00,2.4400000,2.5700000,2.4400000,2.5200000,3450000
06/18/10,00:00,2.5300000,2.5750000,2.5250000,2.5750000,825000
06/21/10,00:00,2.7000000,2.7350000,2.6900000,2.7350000,2580000
06/22/10,00:00,2.6700000,2.7200000,2.6210000,2.6800000,675000
06/23/10,00:00,2.6600000,2.6700000,2.5900000,2.5900000,1528105
06/24/10,00:00,2.6150000,2.6200000,2.5900000,2.6200000,553500
06/25/10,00:00,2.5600000,2.5600000,2.5400000,2.5400000,400000
06/28/10,00:00,2.5700000,2.5850000,2.5700000,2.5850000,300000
06/29/10,00:00,2.5150000,2.5150000,2.4450000,2.4450000,800000
06/30/10,00:00,2.4900000,2.4900000,2.4400000,2.4400000,1000000
07/01/10,00:00,2.3750000,2.3810000,2.3450000,2.3450000,480000
07/02/10,00:00,2.3350000,2.3450000,2.3100000,2.3450000,1195000
07/05/10,00:00,2.3500000,2.3500000,2.3430000,2.3500000,562000
07/06/10,00:00,2.4060000,2.4750000,2.4060000,2.4750000,1850000
07/07/10,00:00,2.4230000,2.4800000,2.3850000,2.4800000,1300000
07/08/10,00:00,2.5400000,2.5700000,2.5100000,2.5100000,2325000
07/09/10,00:00,2.5410000,2.5425000,2.4600000,2.5100000,1550000
07/12/10,00:00,2.5350000,2.5650000,2.5350000,2.5650000,800000
07/13/10,00:00,2.5750000,2.6900000,2.5750000,2.6860000,2855000
07/14/10,00:00,2.7130000,2.7150000,2.5250000,2.6900000,4255000
07/15/10,00:00,2.7000000,2.7500000,2.6800000,2.6800000,541150
07/16/10,00:00,2.6350000,2.6700000,2.6000000,2.6000000,203170
07/19/10,00:00,2.5900000,2.5900000,2.5860000,2.5860000,303000
07/20/10,00:00,2.6600000,2.6600000,2.6050000,2.6050000,550000
07/21/10,00:00,2.6900000,2.6900000,2.6900000,2.6900000,100000
07/22/10,00:00,2.7000000,2.7560000,2.7000000,2.7560000,350000
07/23/10,00:00,2.7600000,2.7650000,2.7090000,2.7090000,6301500
07/26/10,00:00,2.7880000,2.7880000,2.7700000,2.7700000,256000
07/27/10,00:00,2.8000000,2.8000000,2.8000000,2.8000000,100000
07/29/10,00:00,2.8000000,2.8600000,2.8000000,2.8600000,3310000
07/30/10,00:00,2.8000000,2.8000000,2.8000000,2.8000000,100000
08/02/10,00:00,2.8550000,2.8900000,2.8540000,2.8900000,1750000
08/03/10,00:00,2.8700000,2.9000000,2.8700000,2.9000000,250000
08/04/10,00:00,2.8700000,2.9100000,2.8700000,2.9100000,1040000
08/05/10,00:00,2.8470000,2.8500000,2.8150000,2.8150000,500000
08/06/10,00:00,2.7900000,2.7900000,2.7900000,2.7900000,100000
08/09/10,00:00,2.8100000,2.8150000,2.8100000,2.8150000,300000
08/10/10,00:00,2.7500000,2.7500000,2.7200000,2.7500000,1000000
08/11/10,00:00,2.6810000,2.6810000,2.6600000,2.6600000,800000
08/12/10,00:00,2.6450000,2.6450000,2.6450000,2.6450000,100000
08/13/10,00:00,2.6300000,2.6300000,2.6300000,2.6300000,100000
08/16/10,00:00,2.6300000,2.6300000,2.6000000,2.6000000,200000
08/17/10,00:00,2.6400000,2.6800000,2.6400000,2.6800000,1265000
08/18/10,00:00,2.6600000,2.6650000,2.6500000,2.6500000,800000
08/19/10,00:00,2.6400000,2.6400000,2.6400000,2.6400000,100000
08/20/10,00:00,2.6200000,2.6200000,2.5400000,2.5400000,353400
08/23/10,00:00,2.5500000,2.5500000,2.5500000,2.5500000,900000
08/24/10,00:00,2.5000000,2.5000000,2.4450000,2.4450000,2130000
08/25/10,00:00,2.4390000,2.4390000,2.3900000,2.3900000,603520
08/26/10,00:00,2.4300000,2.5000000,2.4300000,2.5000000,1115000
08/27/10,00:00,2.4700000,2.5100000,2.4560000,2.5100000,350000
08/30/10,00:00,2.5300000,2.5300000,2.5300000,2.5300000,100000
09/01/10,00:00,2.5300000,2.6000000,2.5300000,2.6000000,325000
09/02/10,00:00,2.6400000,2.6400000,2.6400000,2.6400000,100000
09/03/10,00:00,2.6550000,2.6870000,2.6420000,2.6870000,500000
09/07/10,00:00,2.6150000,2.6150000,2.6000000,2.6000000,1350000
09/08/10,00:00,2.6000000,2.6500000,2.5950000,2.6500000,800000
09/09/10,00:00,2.7050000,2.7300000,2.7050000,2.7300000,200000
09/10/10,00:00,2.7050000,2.7050000,2.7050000,2.7050000,100000
09/13/10,00:00,2.7657000,2.7657000,2.7650000,2.7650000,1792500
09/14/10,00:00,2.7350000,2.7700000,2.7350000,2.7500000,300000
09/15/10,00:00,2.7400000,2.7400000,2.7000000,2.7300000,2450000
09/16/10,00:00,2.7200000,2.7200000,2.6650000,2.6650000,400000
09/20/10,00:00,2.6850000,2.6850000,2.6850000,2.6850000,500000
09/21/10,00:00,2.6800000,2.7030000,2.6800000,2.7030000,300000
09/22/10,00:00,2.6970000,2.6990000,2.6970000,2.6990000,553000
09/23/10,00:00,2.6840000,2.6840000,2.6840000,2.6840000,3815
09/24/10,00:00,2.7000000,2.7550000,2.7000000,2.7550000,3738000
09/27/10,00:00,2.7500000,2.7600000,2.7450000,2.7450000,400000
09/28/10,00:00,2.7400000,2.7400000,2.7400000,2.7400000,100000
09/29/10,00:00,2.7650000,2.7800000,2.7650000,2.7750000,2500000
09/30/10,00:00,2.7727500,2.8050000,2.7727500,2.8050000,1191039
10/01/10,00:00,2.8150000,2.9200000,2.8150000,2.9200000,1889716
10/04/10,00:00,2.9200000,2.9700000,2.9200000,2.9600000,450000
10/05/10,00:00,2.9640000,3.0250000,2.9600000,3.0250000,1790000
10/06/10,00:00,3.0800000,3.0800000,3.0500000,3.0500000,420000
10/07/10,00:00,3.0850000,3.0950000,3.0850000,3.0950000,200000
10/08/10,00:00,3.0000000,3.0000000,2.9800000,3.0000000,802000
10/11/10,00:00,3.0600000,3.0600000,3.0600000,3.0600000,218000
10/12/10,00:00,3.0200000,3.0200000,3.0000000,3.0000000,640000
10/13/10,00:00,3.0440000,3.0650000,3.0200000,3.0200000,500000
10/14/10,00:00,3.0700000,3.0810000,3.0400000,3.0400000,1350000
10/15/10,00:00,3.0300000,3.0500000,3.0300000,3.0500000,475000
10/18/10,00:00,3.0350000,3.1000000,3.0350000,3.1000000,475000
10/19/10,00:00,3.1450000,3.1950000,3.1450000,3.1600000,3600000
10/20/10,00:00,3.0900000,3.1400000,3.0890000,3.1400000,213215
10/21/10,00:00,3.2250000,3.3650000,3.2250000,3.3650000,10450000
10/22/10,00:00,3.4000000,3.4000000,3.3200000,3.3650000,4683000
10/25/10,00:00,3.4300000,3.4350000,3.4100000,3.4100000,950000
10/26/10,00:00,3.3500000,3.3500000,3.2800000,3.3000000,603100
10/27/10,00:00,3.2850000,3.3050000,3.2600000,3.2600000,1215000
10/28/10,00:00,3.2750000,3.2800000,3.2350000,3.2350000,500000
10/29/10,00:00,3.2550000,3.3140000,3.2550000,3.3140000,300000
11/01/10,00:00,3.3300000,3.3400000,3.3150000,3.3200000,600000
11/02/10,00:00,3.3500000,3.3500000,3.3450000,3.3450000,200000
11/03/10,00:00,3.3420000,3.3500000,3.3420000,3.3500000,400000
11/08/10,00:00,3.4300000,3.4300000,3.3710000,3.3710000,605000
11/09/10,00:00,3.3600000,3.3800000,3.3500000,3.3800000,950000
11/10/10,00:00,3.3600000,3.3730000,3.2800000,3.2800000,1816000
11/11/10,00:00,3.2400000,3.2520000,3.2000000,3.2100000,1250000
11/12/10,00:00,3.1260000,3.1700000,3.1260000,3.1700000,400000
11/15/10,00:00,3.1700000,3.1810000,3.1700000,3.1810000,300000
11/16/10,00:00,3.1600000,3.1600000,3.0550000,3.0550000,1800000
11/17/10,00:00,3.0500000,3.1100000,3.0300000,3.1100000,1650000
11/18/10,00:00,3.1610000,3.2000000,3.1610000,3.2000000,465000
11/19/10,00:00,3.1890000,3.2120000,3.1890000,3.2120000,250000
11/22/10,00:00,3.2100000,3.2100000,3.1850000,3.1850000,800000
11/23/10,00:00,3.1200000,3.1600000,3.1150000,3.1350000,610000
11/24/10,00:00,3.1600000,3.2100000,3.1300000,3.2100000,504000
11/25/10,00:00,3.2500000,3.3000000,3.2230000,3.3000000,1013825
11/26/10,00:00,3.2410000,3.2510000,3.1750000,3.1750000,700000
11/29/10,00:00,3.2500000,3.2520000,3.2100000,3.2100000,300000
11/30/10,00:00,3.2250000,3.2250000,3.1800000,3.1800000,635000
12/01/10,00:00,3.2450000,3.2800000,3.2400000,3.2800000,500000
12/02/10,00:00,3.3100000,3.3200000,3.2650000,3.3100000,730000
12/03/10,00:00,3.3100000,3.3200000,3.2800000,3.2950000,803400
12/06/10,00:00,3.3050000,3.3050000,3.3010000,3.3010000,550000
12/07/10,00:00,3.4150000,3.4790000,3.4150000,3.4600000,1250000
12/08/10,00:00,3.4400000,3.4400000,3.4400000,3.4400000,55000
12/09/10,00:00,3.4150000,3.4150000,3.4000000,3.4000000,333000
12/10/10,00:00,3.3900000,3.4000000,3.3900000,3.4000000,103715
12/13/10,00:00,3.4250000,3.4900000,3.4250000,3.4900000,280000
12/14/10,00:00,3.5050000,3.5090000,3.4850000,3.4950000,600000
12/15/10,00:00,3.4500000,3.5200000,3.4500000,3.5200000,600000
12/16/10,00:00,3.4900000,3.4930000,3.4900000,3.4930000,100000
12/17/10,00:00,3.4900000,3.4900000,3.4900000,3.4900000,200000
12/20/10,00:00,3.4300000,3.4300000,3.4150000,3.4300000,700000
12/21/10,00:00,3.4425000,3.4650000,3.4425000,3.4630000,700000
12/22/10,00:00,3.4980000,3.4980000,3.4980000,3.4980000,300000
12/23/10,00:00,3.5000000,3.5000000,3.4950000,3.4950000,500000
12/24/10,00:00,3.4920000,3.4950000,3.4920000,3.4950000,380000
12/27/10,00:00,3.4650000,3.4810000,3.4650000,3.4810000,700000
12/28/10,00:00,3.4620000,3.4850000,3.4600000,3.4850000,500000
12/29/10,00:00,3.4350000,3.4350000,3.4200000,3.4350000,510250
12/30/10,00:00,3.4050000,3.4080000,3.4050000,3.4070000,550000
01/11/11,00:00,3.4000000,3.4000000,3.3500000,3.3800000,1960000
01/12/11,00:00,3.4350000,3.5200000,3.4350000,3.5200000,2300000
01/13/11,00:00,3.5370000,3.6100000,3.5370000,3.5900000,2310000
01/14/11,00:00,3.5600000,3.5600000,3.5600000,3.5600000,100000
01/17/11,00:00,3.5700000,3.6600000,3.5700000,3.6600000,571700
01/18/11,00:00,3.6950000,3.7000000,3.6950000,3.7000000,131700
01/19/11,00:00,3.6280000,3.6300000,3.6000000,3.6300000,743600
01/20/11,00:00,3.5800000,3.5800000,3.5150000,3.5150000,430000
01/21/11,00:00,3.5050000,3.5100000,3.4800000,3.5100000,203230
01/24/11,00:00,3.5000000,3.5000000,3.4660000,3.4660000,130000
01/25/11,00:00,3.5450000,3.5650000,3.5400000,3.5650000,470000
01/26/11,00:00,3.5740000,3.6500000,3.5740000,3.6500000,363250
01/27/11,00:00,3.6990000,3.7000000,3.6600000,3.6727000,1413713
01/28/11,00:00,3.6270000,3.6270000,3.6270000,3.6270000,15000
01/31/11,00:00,3.5100000,3.5100000,3.5000000,3.5000000,300000
02/01/11,00:00,3.5750000,3.5950000,3.5750000,3.5950000,1550000
02/02/11,00:00,3.6000000,3.6000000,3.5350000,3.5500000,1838000
02/03/11,00:00,3.5100000,3.5100000,3.5100000,3.5100000,40000
02/04/11,00:00,3.5000000,3.5000000,3.4900000,3.4900000,300000
02/07/11,00:00,3.4600000,3.4600000,3.4600000,3.4600000,50000
02/08/11,00:00,3.5050000,3.5100000,3.4500000,3.4750000,500000
02/09/11,00:00,3.4450000,3.4450000,3.4000000,3.4000000,713000
02/10/11,00:00,3.3900000,3.3900000,3.2950000,3.2950000,288280
02/11/11,00:00,3.3500000,3.4500000,3.3500000,3.4500000,300000
02/14/11,00:00,3.5000000,3.5000000,3.4500000,3.4700000,520000
02/15/11,00:00,3.4600000,3.5120000,3.3900000,3.3900000,862266
02/16/11,00:00,3.4000000,3.4500000,3.4000000,3.4500000,1825000
02/17/11,00:00,3.4890000,3.5000000,3.4500000,3.4500000,735000
02/18/11,00:00,3.4800000,3.4800000,3.4350000,3.4750000,1328346
02/21/11,00:00,3.4540000,3.4800000,3.4460000,3.4550000,897000
02/22/11,00:00,3.3550000,3.3550000,3.3200000,3.3500000,425000
02/24/11,00:00,3.3150000,3.3650000,3.3000000,3.3550000,1150000
02/25/11,00:00,3.3800000,3.4250000,3.3800000,3.4200000,1900000
02/28/11,00:00,3.4900000,3.5400000,3.4700000,3.5400000,2438600
03/01/11,00:00,3.5700000,3.5750000,3.5100000,3.5200000,800005
03/02/11,00:00,3.4500000,3.4900000,3.4400000,3.4850000,750000
03/03/11,00:00,3.5200000,3.6270000,3.5200000,3.6270000,1372500
03/04/11,00:00,3.6050000,3.6100000,3.5550000,3.5550000,825000
03/09/11,00:00,3.6500000,3.6500000,3.5950000,3.6100000,275000
03/10/11,00:00,3.5700000,3.6000000,3.5050000,3.5050000,650000
03/11/11,00:00,3.4470000,3.4700000,3.4325000,3.4325000,900000
03/14/11,00:00,3.4300000,3.4300000,3.4000000,3.4000000,350000
03/15/11,00:00,3.3110000,3.3300000,3.2700000,3.2700000,700000
03/16/11,00:00,3.3500000,3.3850000,3.3000000,3.3000000,550000
03/17/11,00:00,3.3500000,3.4100000,3.3500000,3.4100000,100000
03/18/11,00:00,3.4850000,3.5200000,3.4500000,3.5200000,900000
03/21/11,00:00,3.5650000,3.5700000,3.5300000,3.5450000,500000
03/22/11,00:00,3.5450000,3.5600000,3.5450000,3.5600000,200000
03/23/11,00:00,3.5200000,3.5450000,3.5200000,3.5450000,150000
03/24/11,00:00,3.5700000,3.7000000,3.5700000,3.7000000,499300
03/25/11,00:00,3.7500000,3.7800000,3.7300000,3.7800000,529497
03/28/11,00:00,3.7300000,3.7400000,3.7300000,3.7400000,103000
03/29/11,00:00,3.7650000,3.7800000,3.7300000,3.7300000,429500
03/30/11,00:00,3.7500000,3.7630000,3.7500000,3.7630000,300000
03/31/11,00:00,3.7600000,3.7650000,3.7580000,3.7580000,590000
04/01/11,00:00,3.7800000,3.8300000,3.7800000,3.8300000,838600
04/04/11,00:00,3.8600000,3.8750000,3.8440000,3.8700000,645800
04/05/11,00:00,3.7700000,3.7700000,3.7700000,3.7700000,296500
04/06/11,00:00,3.8100000,3.8300000,3.8100000,3.8300000,300000
04/07/11,00:00,3.7700000,3.8070000,3.7680000,3.8070000,378500
04/08/11,00:00,3.8500000,3.8850000,3.8340000,3.8800000,961900
04/11/11,00:00,3.8620000,3.8620000,3.8600000,3.8600000,192000
04/12/11,00:00,3.7950000,3.7950000,3.7300000,3.7300000,1098400
04/13/11,00:00,3.7000000,3.7400000,3.7000000,3.7400000,245300
04/14/11,00:00,3.7350000,3.7350000,3.7000000,3.7000000,110000
04/15/11,00:00,3.7226000,3.7226000,3.7226000,3.7226000,500000
04/18/11,00:00,3.7000000,3.7000000,3.5950000,3.5950000,431100
04/20/11,00:00,3.6550000,3.6700000,3.6550000,3.6600000,450000
04/21/11,00:00,3.7150000,3.7200000,3.6700000,3.6700000,205500
04/22/11,00:00,3.7050000,3.7050000,3.7050000,3.7050000,2750
04/25/11,00:00,3.7300000,3.7300000,3.6700000,3.6700000,100000
04/26/11,00:00,3.6100000,3.6150000,3.6100000,3.6150000,350000
04/28/11,00:00,3.6450000,3.6600000,3.6350000,3.6600000,300000
04/29/11,00:00,3.6550000,3.6550000,3.6550000,3.6550000,100000
05/03/11,00:00,3.5700000,3.5800000,3.5700000,3.5800000,247900
05/04/11,00:00,3.6250000,3.6250000,3.5400000,3.5400000,282000
05/05/11,00:00,3.5900000,3.5900000,3.5200000,3.5200000,393440
05/06/11,00:00,3.4350000,3.4700000,3.4200000,3.4610000,597900
05/10/11,00:00,3.5600000,3.5600000,3.5350000,3.5350000,747000
05/11/11,00:00,3.5235000,3.5500000,3.5180000,3.5500000,1214200
05/12/11,00:00,3.4060000,3.4530000,3.3910000,3.4300000,615700
05/13/11,00:00,3.5080000,3.5230000,3.5080000,3.5230000,274950
05/16/11,00:00,3.4900000,3.4950000,3.4900000,3.4950000,200000
05/17/11,00:00,3.4480000,3.4500000,3.4200000,3.4200000,291950
05/18/11,00:00,3.4600000,3.4720000,3.4280000,3.4280000,530400
05/19/11,00:00,3.4640000,3.4720000,3.4620000,3.4720000,321950
05/20/11,00:00,3.4700000,3.4700000,3.3350000,3.3350000,1713150
05/23/11,00:00,3.2600000,3.2600000,3.2100000,3.2300000,725000
05/24/11,00:00,3.2560000,3.3000000,3.2560000,3.3000000,473680
05/25/11,00:00,3.3000000,3.3250000,3.2700000,3.3240000,605600
05/26/11,00:00,3.3650000,3.3800000,3.3520000,3.3800000,705150
05/27/11,00:00,3.4350000,3.4600000,3.4300000,3.4600000,609500
05/30/11,00:00,3.4640000,3.4640000,3.4640000,3.4640000,57000
05/31/11,00:00,3.5300000,3.5300000,3.4910000,3.5120000,520850
06/01/11,00:00,3.4900000,3.4930000,3.4870000,3.4930000,399250
06/02/11,00:00,3.4100000,3.4600000,3.4100000,3.4600000,531290
06/03/11,00:00,3.4700000,3.4700000,3.4050000,3.4050000,502950
06/06/11,00:00,3.4150000,3.4510000,3.4050000,3.4500000,716750
06/07/11,00:00,3.4820000,3.4820000,3.4760000,3.4760000,298180
06/08/11,00:00,3.4160000,3.4550000,3.4160000,3.4550000,430550
06/09/11,00:00,3.4700000,3.5350000,3.4700000,3.5350000,724000
06/10/11,00:00,3.5350000,3.5360000,3.5200000,3.5200000,850000
06/14/11,00:00,3.5200000,3.5200000,3.5200000,3.5200000,100000
06/15/11,00:00,3.4780000,3.4780000,3.4780000,3.4780000,273700
06/16/11,00:00,3.4300000,3.4300000,3.4150000,3.4150000,515830
06/17/11,00:00,3.4360000,3.4500000,3.4360000,3.4500000,168450
06/20/11,00:00,3.3550000,3.3750000,3.3550000,3.3750000,1092220
06/21/11,00:00,3.4250000,3.4400000,3.4200000,3.4200000,445610
06/22/11,00:00,3.4200000,3.4270000,3.4180000,3.4270000,90500
06/23/11,00:00,3.3400000,3.3400000,3.3300000,3.3300000,200000
06/24/11,00:00,3.4400000,3.4400000,3.4100000,3.4100000,477350
06/27/11,00:00,3.3800000,3.3800000,3.3800000,3.3800000,100000
06/28/11,00:00,3.4200000,3.5000000,3.4200000,3.5000000,279100
06/29/11,00:00,3.5400000,3.5500000,3.5400000,3.5500000,298482
06/30/11,00:00,3.6800000,3.6800000,3.6800000,3.6800000,10000
07/01/11,00:00,3.6500000,3.6950000,3.6500000,3.6950000,180000
07/05/11,00:00,3.7450000,3.7550000,3.7450000,3.7550000,600000
07/06/11,00:00,3.7300000,3.7300000,3.7000000,3.7000000,300000
07/07/11,00:00,3.7800000,3.8200000,3.7600000,3.8200000,1609500
